"GENE_FREQUENCY"	"TOTAL_NUMBER_OF_SIGNATURES_IN_CLUSTER"	"GENE_PROPORTION"	"gene"	"cluster"	"NUMBER_OF_TUMOURS"
10	69	0.144927536231884	"SERINC2"	6	5
10	69	0.144927536231884	"PSCA"	6	5
10	69	0.144927536231884	"VAMP8"	6	5
10	69	0.144927536231884	"ELF3"	6	5
10	69	0.144927536231884	"TSC22D3"	6	5
10	69	0.144927536231884	"S100A7"	6	4
10	69	0.144927536231884	"GLUL"	6	4
10	69	0.144927536231884	"ZG16B"	6	4
10	69	0.144927536231884	"TMEM45A"	6	4
10	69	0.144927536231884	"APMAP"	6	4
10	69	0.144927536231884	"RPS26"	6	4
10	69	0.144927536231884	"CALU"	6	4
10	69	0.144927536231884	"OSTC"	6	4
10	69	0.144927536231884	"NCCRP1"	6	4
10	69	0.144927536231884	"SQLE"	6	4
10	69	0.144927536231884	"RPS28"	6	4
10	69	0.144927536231884	"SSR2"	6	4
10	69	0.144927536231884	"SOX4"	6	3
10	69	0.144927536231884	"CLEC3A"	6	2
10	69	0.144927536231884	"TMEM9"	6	2
10	69	0.144927536231884	"RPL10"	6	2
10	69	0.144927536231884	"MUC5AC"	6	2
9	69	0.130434782608696	"HLA-DPA1"	6	6
9	69	0.130434782608696	"ZNHIT1"	6	6
9	69	0.130434782608696	"AQP5"	6	5
9	69	0.130434782608696	"CAPG"	6	5
9	69	0.130434782608696	"SPINT1"	6	5
9	69	0.130434782608696	"NDFIP1"	6	5
9	69	0.130434782608696	"FKBP2"	6	5
9	69	0.130434782608696	"C1S"	6	5
9	69	0.130434782608696	"LDHA"	6	5
9	69	0.130434782608696	"NEAT1"	6	5
9	69	0.130434782608696	"RPL36A"	6	5
9	69	0.130434782608696	"S100A11"	6	5
9	69	0.130434782608696	"LCN2"	6	4
9	69	0.130434782608696	"TUBA1A"	6	4
9	69	0.130434782608696	"GSTK1"	6	4
9	69	0.130434782608696	"SEPW1"	6	4
9	69	0.130434782608696	"P4HB"	6	4
17	38	0.447368421052632	"KCNQ1OT1"	7	7
17	38	0.447368421052632	"AKAP9"	7	6
13	38	0.342105263157895	"RHOB"	7	4
12	38	0.315789473684211	"SOX4"	7	8
12	38	0.315789473684211	"VEGFA"	7	6
11	38	0.289473684210526	"CCNL1"	7	7
11	38	0.289473684210526	"RSRP1"	7	6
11	38	0.289473684210526	"RRBP1"	7	6
11	38	0.289473684210526	"ELF3"	7	4
11	38	0.289473684210526	"H1FX"	7	3
10	38	0.263157894736842	"FUS"	7	6
10	38	0.263157894736842	"NEAT1"	7	5
10	38	0.263157894736842	"N4BP2L2"	7	5
10	38	0.263157894736842	"SLC38A2"	7	5
10	38	0.263157894736842	"BRD2"	7	5
10	38	0.263157894736842	"PNISR"	7	4
10	38	0.263157894736842	"CLDN4"	7	3
9	38	0.236842105263158	"MALAT1"	7	5
9	38	0.236842105263158	"SOX9"	7	5
9	38	0.236842105263158	"DDIT3"	7	5
9	38	0.236842105263158	"TAF1D"	7	5
9	38	0.236842105263158	"FOSB"	7	5
9	38	0.236842105263158	"ZNF83"	7	5
9	38	0.236842105263158	"ARGLU1"	7	4
9	38	0.236842105263158	"DSC2"	7	4
9	38	0.236842105263158	"MACF1"	7	4
9	38	0.236842105263158	"GTF2I"	7	4
9	38	0.236842105263158	"SEPP1"	7	3
9	38	0.236842105263158	"ANKRD30A"	7	3
9	38	0.236842105263158	"PRLR"	7	3
9	38	0.236842105263158	"MAFB"	7	3
9	38	0.236842105263158	"NFIA"	7	3
8	38	0.210526315789474	"ZFAS1"	7	6
8	38	0.210526315789474	"MTRNR2L12"	7	5
8	38	0.210526315789474	"RNMT"	7	5
8	38	0.210526315789474	"NUPR1"	7	5
8	38	0.210526315789474	"MT-ND6"	7	4
8	38	0.210526315789474	"RBM39"	7	4
8	38	0.210526315789474	"HSPA1A"	7	4
8	38	0.210526315789474	"HSPA1B"	7	4
8	38	0.210526315789474	"RGS16"	7	4
8	38	0.210526315789474	"SUCO"	7	4
8	38	0.210526315789474	"XIST"	7	3
8	38	0.210526315789474	"PDIA6"	7	3
8	38	0.210526315789474	"VMP1"	7	3
8	38	0.210526315789474	"SUGP2"	7	3
8	38	0.210526315789474	"LPIN1"	7	2
7	38	0.184210526315789	"NDRG1"	7	4
7	38	0.184210526315789	"PRRC2C"	7	4
7	38	0.184210526315789	"CELF1"	7	4
7	38	0.184210526315789	"HSP90B1"	7	4
7	38	0.184210526315789	"JUND"	7	3
7	38	0.184210526315789	"ACADVL"	7	3
7	38	0.184210526315789	"PTPRF"	7	3
7	38	0.184210526315789	"LMAN1"	7	3
7	38	0.184210526315789	"HEBP2"	7	3
7	38	0.184210526315789	"ATF3"	7	3
7	38	0.184210526315789	"BTG1"	7	3
7	38	0.184210526315789	"GNAS"	7	3
7	38	0.184210526315789	"TSPYL2"	7	3
7	38	0.184210526315789	"ZFP36L2"	7	3
7	38	0.184210526315789	"RHOBTB3"	7	3
7	38	0.184210526315789	"TFAP2A"	7	3
7	38	0.184210526315789	"RAB6A"	7	3
7	38	0.184210526315789	"KMT2C"	7	3
7	38	0.184210526315789	"POLR2J3"	7	3
7	38	0.184210526315789	"CTNND1"	7	2
7	38	0.184210526315789	"PRRC2B"	7	2
7	38	0.184210526315789	"RNF43"	7	2
7	38	0.184210526315789	"CAV1"	7	2
7	38	0.184210526315789	"RSPO3"	7	2
7	38	0.184210526315789	"IMPA2"	7	2
7	38	0.184210526315789	"FAM84A"	7	2
6	38	0.157894736842105	"FOS"	7	5
6	38	0.157894736842105	"IGFBP5"	7	4
6	38	0.157894736842105	"NCOA3"	7	4
6	38	0.157894736842105	"WSB1"	7	4
6	38	0.157894736842105	"MBNL2"	7	4
6	38	0.157894736842105	"MMP24-AS1"	7	4
6	38	0.157894736842105	"DDX5"	7	4
6	38	0.157894736842105	"AP000769.1"	7	4
6	38	0.157894736842105	"MIA3"	7	4
6	38	0.157894736842105	"ID2"	7	4
6	38	0.157894736842105	"HNRNPH1"	7	4
6	38	0.157894736842105	"FKBP2"	7	4
6	38	0.157894736842105	"SEL1L"	7	4
6	38	0.157894736842105	"PSAT1"	7	4
6	38	0.157894736842105	"ASNS"	7	4
6	38	0.157894736842105	"SLC3A2"	7	4
6	38	0.157894736842105	"EIF4EBP1"	7	4
6	38	0.157894736842105	"HSPH1"	7	4
6	38	0.157894736842105	"SNHG19"	7	4
6	38	0.157894736842105	"RNF19A"	7	3
6	38	0.157894736842105	"GRHL1"	7	3
6	38	0.157894736842105	"WBP1"	7	3
6	38	0.157894736842105	"SRRM2"	7	3
6	38	0.157894736842105	"RUNX1"	7	3
6	38	0.157894736842105	"ASH1L"	7	3
6	38	0.157894736842105	"HIST1H4C"	7	3
6	38	0.157894736842105	"RBM25"	7	3
6	38	0.157894736842105	"ZNF292"	7	3
6	38	0.157894736842105	"RNF213"	7	3
6	38	0.157894736842105	"PRPF38B"	7	3
6	38	0.157894736842105	"DSP"	7	3
6	38	0.157894736842105	"EPC1"	7	3
6	38	0.157894736842105	"FNBP4"	7	3
6	38	0.157894736842105	"ETV6"	7	3
6	38	0.157894736842105	"SPAG9"	7	3
6	38	0.157894736842105	"SIAH2"	7	3
6	38	0.157894736842105	"RBM33"	7	3
6	38	0.157894736842105	"CAND1"	7	3
6	38	0.157894736842105	"CEBPB"	7	3
6	38	0.157894736842105	"CD44"	7	3
6	38	0.157894736842105	"NOC2L"	7	3
6	38	0.157894736842105	"LY6E"	7	2
6	38	0.157894736842105	"ANGPTL4"	7	2
6	38	0.157894736842105	"GABPB1-AS1"	7	2
6	38	0.157894736842105	"MTSS1"	7	2
6	38	0.157894736842105	"DDX42"	7	2
6	38	0.157894736842105	"PIK3C2G"	7	2
6	38	0.157894736842105	"IAH1"	7	2
6	38	0.157894736842105	"ATL2"	7	2
6	38	0.157894736842105	"ADAM17"	7	2
6	38	0.157894736842105	"PHIP"	7	2
6	38	0.157894736842105	"MPZ"	7	1
6	38	0.157894736842105	"CYP27A1"	7	1
6	38	0.157894736842105	"IER2"	7	1
6	38	0.157894736842105	"ACTR3B"	7	1
6	38	0.157894736842105	"PDCD4"	7	1
6	38	0.157894736842105	"COLCA1"	7	1
6	38	0.157894736842105	"KIAA1324"	7	1
6	38	0.157894736842105	"TFAP2C"	7	1
6	38	0.157894736842105	"CTSC"	7	1
5	38	0.131578947368421	"MYC"	7	4
5	38	0.131578947368421	"MT1X"	7	4
5	38	0.131578947368421	"VIMP"	7	4
5	38	0.131578947368421	"SERHL2"	7	3
5	38	0.131578947368421	"YPEL3"	7	3
5	38	0.131578947368421	"MKNK2"	7	3
5	38	0.131578947368421	"ZNF552"	7	3
5	38	0.131578947368421	"CDH1"	7	3
5	38	0.131578947368421	"LUC7L3"	7	3
5	38	0.131578947368421	"DDIT4"	7	3
5	38	0.131578947368421	"HNRNPR"	7	3
5	38	0.131578947368421	"IFRD1"	7	3
5	38	0.131578947368421	"RASSF7"	7	3
5	38	0.131578947368421	"SNHG8"	7	3
5	38	0.131578947368421	"EPB41L4A-AS1"	7	3
5	38	0.131578947368421	"ZC3H11A"	7	3
5	38	0.131578947368421	"SNHG15"	7	3
5	38	0.131578947368421	"CREB3L2"	7	3
5	38	0.131578947368421	"ERBB3"	7	3
5	38	0.131578947368421	"THUMPD3-AS1"	7	3
5	38	0.131578947368421	"RBBP6"	7	3
5	38	0.131578947368421	"GPBP1"	7	3
5	38	0.131578947368421	"NARF"	7	3
5	38	0.131578947368421	"SNRNP70"	7	3
5	38	0.131578947368421	"RP11-290D2.6"	7	3
5	38	0.131578947368421	"SAT1"	7	3
5	38	0.131578947368421	"GRB7"	7	3
5	38	0.131578947368421	"H1F0"	7	3
5	38	0.131578947368421	"EDEM3"	7	3
5	38	0.131578947368421	"KIAA0907"	7	3
5	38	0.131578947368421	"ATF4"	7	3
5	38	0.131578947368421	"DNAJC3"	7	3
5	38	0.131578947368421	"DKK1"	7	3
5	38	0.131578947368421	"SF1"	7	3
5	38	0.131578947368421	"NAMPT"	7	3
5	38	0.131578947368421	"SETD5"	7	3
5	38	0.131578947368421	"DYNC1H1"	7	3
5	38	0.131578947368421	"GOLGB1"	7	3
5	38	0.131578947368421	"C4orf48"	7	2
5	38	0.131578947368421	"CLIC3"	7	2
5	38	0.131578947368421	"TECR"	7	2
5	38	0.131578947368421	"HOOK3"	7	2
5	38	0.131578947368421	"WDR60"	7	2
5	38	0.131578947368421	"TMEM101"	7	2
5	38	0.131578947368421	"SYCP2"	7	2
5	38	0.131578947368421	"C6orf62"	7	2
5	38	0.131578947368421	"METTL12"	7	2
5	38	0.131578947368421	"HIST1H2BG"	7	2
5	38	0.131578947368421	"PCMTD1"	7	2
5	38	0.131578947368421	"PWWP2A"	7	2
5	38	0.131578947368421	"HIST1H3H"	7	2
5	38	0.131578947368421	"NCK1"	7	2
5	38	0.131578947368421	"CRACR2B"	7	2
5	38	0.131578947368421	"NPW"	7	2
5	38	0.131578947368421	"RAB3GAP1"	7	2
5	38	0.131578947368421	"TMEM63A"	7	2
5	38	0.131578947368421	"MGP"	7	2
5	38	0.131578947368421	"ANKRD17"	7	2
5	38	0.131578947368421	"CALD1"	7	2
5	38	0.131578947368421	"PRKAR1A"	7	2
5	38	0.131578947368421	"PBX1"	7	2
5	38	0.131578947368421	"ATXN2L"	7	2
5	38	0.131578947368421	"FAM120A"	7	2
5	38	0.131578947368421	"SAT2"	7	2
5	38	0.131578947368421	"TAF10"	7	2
5	38	0.131578947368421	"SFRP1"	7	2
5	38	0.131578947368421	"CITED2"	7	2
